src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.22.0.5,172.22.0.3,47638,3001,2048,2025-10-12 20:07:56,0.00195,1356923.076923077,10769.23076923077,5641.025641025642,5128.205128205129,11,10,1414,1232,371,72,128.54545454545453,114.34506280740655,320,72,123.2,98.44876840265704,371,72,126.0,107.10342131390041,11471.142857142857,220,200,20,2,9.750000000000001e-05,0.001511,0.0,0.0003258830311630233,0.001915,0.00156,0.0,0.0001915,0.0004591834600679776,0.001878,0.001511,4e-06,0.00020866666666666668,0.0004635788318434453,2,2,0,0,4,5,0,4,18,0,0,0.9090909090909091,126.0,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.54545454545453,123.2,0,11,10,1414,1232
172.22.0.1,172.22.0.5,49638,80,2048,2025-10-12 20:07:56,0.003576,710290.8277404922,5872.48322147651,3635.346756152125,2237.1364653243845,13,8,1398,1142,291,72,107.53846153846153,78.29688606109382,347,72,142.75,117.9690107613012,347,72,120.95238095238095,96.89684067309061,9388.997732426305,260,160,20,2,0.00017879999999999998,0.002274,0.0,0.0005133693212493322,0.0035759999999999998,0.002322,0.0,0.000298,0.0006502130420100784,0.003508,0.002274,6e-06,0.0005011428571428572,0.0007919019471358502,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.95238095238095,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.53846153846153,142.75,0,13,8,1398,1142
172.22.0.5,172.22.0.3,47654,3001,2048,2025-10-12 20:07:56,0.002245,1180400.890868597,9354.12026726058,5790.64587973274,3563.4743875278396,13,8,1562,1088,373,72,120.15384615384616,107.86376461062507,320,72,136.0,106.28264204469139,373,72,126.19047619047619,107.53985708414348,11564.820861678003,260,160,20,2,0.00011225,0.001691,0.0,0.0003638230167265397,0.002245,0.001758,0.0,0.00018708333333333337,0.00047607097830984073,0.002126,0.001691,6e-06,0.0003037142857142857,0.0005746687777160272,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.19047619047619,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.15384615384616,136.0,0,13,8,1562,1088
192.168.8.3,224.0.0.251,5353,5353,2048,2025-10-12 20:07:56,82.842208,5.975214953227708,0.06035570659825967,0.06035570659825967,0.0,5,0,495,0,126,81,99.0,22.045407685048602,0,0,0,0.0,126,81,99.0,22.045407685048602,486.0,100,0,20,5,20.710551999999996,78.746113,0.0,33.52509957204225,82.842208,78.746113,0.0,20.710551999999996,33.52509957204225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,5,0,495,0
172.22.0.1,172.22.0.5,49646,80,2048,2025-10-12 20:07:56,0.003616,703539.8230088496,5807.522123893806,3595.132743362832,2212.3893805309735,13,8,1402,1142,293,72,107.84615384615384,79.01786181115699,347,72,142.75,117.9690107613012,347,72,121.14285714285714,97.23231175375597,9454.12244897959,260,160,20,2,0.0001808,0.002547,0.0,0.0005539326312829024,0.0036160000000000003,0.002605,0.0,0.0003013333333333333,0.0007081475050361252,0.003535,0.002547,5e-06,0.0005049999999999999,0.0008648380525525326,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.14285714285714,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.84615384615384,142.75,0,13,8,1402,1142
172.22.0.5,172.22.0.3,47660,3001,2048,2025-10-12 20:07:56,0.002405,1103534.3035343036,8731.808731808731,5405.405405405405,3326.4033264033264,13,8,1566,1088,375,72,120.46153846153847,108.58503607390661,320,72,136.0,106.28264204469139,375,72,126.38095238095238,107.97772089008352,11659.188208616779,260,160,20,2,0.00012025,0.001885,0.0,0.0004059785554681429,0.002405,0.001942,0.0,0.00020041666666666667,0.000526574220525675,0.00228,0.001885,6e-06,0.0003257142857142858,0.0006420896052923532,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.38095238095238,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.46153846153847,136.0,0,13,8,1566,1088
172.22.0.1,172.22.0.5,49648,80,2048,2025-10-12 20:07:56,0.003282,774527.7269957343,6398.53747714808,3960.999390615478,2437.538086532602,13,8,1400,1142,292,72,107.6923076923077,78.6573724994721,347,72,142.75,117.9690107613012,347,72,121.04761904761905,97.0642772749197,9421.473922902494,260,160,20,2,0.00016409999999999998,0.002351,0.0,0.0005125560359609474,0.0032819999999999998,0.0024,0.0,0.0002735,0.0006541445431503142,0.0032199999999999998,0.002351,4e-06,0.00045999999999999996,0.0007951025091143908,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.04761904761905,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6923076923077,142.75,0,13,8,1400,1142
172.22.0.5,172.22.0.3,47676,3001,2048,2025-10-12 20:07:56,0.002173,1220432.5816843074,9664.05890473999,5062.126092959043,4601.932811780948,11,10,1420,1232,374,72,129.0909090909091,115.5016367813615,320,72,123.2,98.44876840265704,374,72,126.28571428571429,107.75861156931701,11611.918367346942,220,200,20,2,0.00010865,0.001721,0.0,0.0003714722432430181,0.0021379999999999997,0.001767,0.0,0.00021380000000000002,0.0005208955365521957,0.002104,0.001721,4e-06,0.00023377777777777782,0.000528835361436972,2,2,0,0,4,5,0,4,18,0,0,0.9090909090909091,126.28571428571429,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0909090909091,123.2,0,11,10,1420,1232
172.22.0.1,172.22.0.5,49652,80,2048,2025-10-12 20:07:57,0.003297,769790.7188353048,6369.426751592357,3942.978465271459,2426.4482863208978,13,8,1396,1142,290,72,107.38461538461539,77.93640253589258,347,72,142.75,117.9690107613012,347,72,120.85714285714286,96.73000505298765,9356.693877551017,260,160,20,2,0.00016484999999999997,0.002048,0.0,0.0004551828506215936,0.003297,0.002089,0.0,0.00027475000000000004,0.0005746432407734965,0.003241,0.002048,4e-06,0.00046300000000000003,0.000699451009210591,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.85714285714286,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.38461538461539,142.75,0,13,8,1396,1142
172.22.0.5,172.22.0.3,47684,3001,2048,2025-10-12 20:07:57,0.001779,1488476.6722878022,11804.384485666105,6183.249016301293,5621.135469364812,11,10,1416,1232,372,72,128.72727272727272,114.73058632298769,320,72,123.2,98.44876840265704,372,72,126.0952380952381,107.32145960435862,11517.89569160998,220,200,20,2,8.895000000000001e-05,0.001356,0.0,0.000292245183878195,0.001745,0.0014,0.0,0.00017449999999999999,0.00041219976952929025,0.001717,0.001356,4e-06,0.0001907777777777778,0.0004151505156172686,2,2,0,0,4,5,0,4,18,0,0,0.9090909090909091,126.0952380952381,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.72727272727272,123.2,0,11,10,1416,1232
172.22.0.1,172.22.0.5,49662,80,2048,2025-10-12 20:07:57,0.003188,795483.0614805521,6587.202007528231,4077.7917189460477,2509.4102885821835,13,8,1394,1142,289,72,107.23076923076923,77.57592196447975,347,72,142.75,117.9690107613012,347,72,120.76190476190476,96.56377352960398,9324.562358276646,260,160,20,2,0.0001594,0.002267,0.0,0.0004939961943173246,0.003188,0.002309,0.0,0.0002656666666666666,0.0006286385200485959,0.003117,0.002267,6e-06,0.0004452857142857143,0.0007675167218812544,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.76190476190476,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23076923076923,142.75,0,13,8,1394,1142
172.22.0.5,172.22.0.3,47694,3001,2048,2025-10-12 20:07:57,0.002245,1178619.153674833,9354.12026726058,5790.64587973274,3563.4743875278396,13,8,1558,1088,371,72,119.84615384615384,107.1424976043559,320,72,136.0,106.28264204469139,371,72,126.0,107.10342131390041,11471.142857142857,260,160,20,2,0.00011224999999999998,0.001686,0.0,0.00036249081022834224,0.002245,0.001769,0.0,0.00018708333333333335,0.00047912741143550625,0.002124,0.001686,6e-06,0.00030342857142857135,0.0005728011016407147,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.0,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84615384615384,136.0,0,13,8,1558,1088
172.22.0.1,172.22.0.5,49674,80,2048,2025-10-12 20:07:57,0.002476,1025848.1421647819,8481.421647819063,5250.403877221325,3231.0177705977385,13,8,1398,1142,291,72,107.53846153846153,78.29688606109382,347,72,142.75,117.9690107613012,347,72,120.95238095238095,96.89684067309061,9388.997732426305,260,160,20,2,0.0001238,0.001736,0.0,0.0003771019225620575,0.002476,0.001798,0.0,0.00020633333333333333,0.0004883267917650592,0.002424,0.001736,6e-06,0.0003462857142857143,0.0005838088518600965,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.95238095238095,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.53846153846153,142.75,0,13,8,1398,1142
172.22.0.5,172.22.0.3,47708,3001,2048,2025-10-12 20:07:57,0.001707,1552431.165787932,12302.284710017575,7615.700058582308,4686.584651435267,13,8,1562,1088,373,72,120.15384615384616,107.86376461062507,320,72,136.0,106.28264204469139,373,72,126.19047619047619,107.53985708414348,11564.820861678003,260,160,20,2,8.534999999999999e-05,0.001254,0.0,0.0002695335368743563,0.001707,0.001307,0.0,0.00014225,0.0003531978022298553,0.001617,0.001254,5e-06,0.000231,0.00042473319356307155,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.19047619047619,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.15384615384616,136.0,0,13,8,1562,1088
172.22.0.1,172.22.0.5,49686,80,2048,2025-10-12 20:07:57,0.003542,718238.2834556748,5928.853754940711,3670.242800677583,2258.610954263128,13,8,1402,1142,293,72,107.84615384615384,79.01786181115699,347,72,142.75,117.9690107613012,347,72,121.14285714285714,97.23231175375597,9454.12244897959,260,160,20,2,0.0001771,0.002688,0.0,0.0005850280249697445,0.003542,0.002713,0.0,0.00029516666666666667,0.0007403522622523837,0.00348,0.002688,4e-06,0.0004971428571428571,0.0009201863830723843,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.14285714285714,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.84615384615384,142.75,0,13,8,1402,1142
172.22.0.5,172.22.0.3,47714,3001,2048,2025-10-12 20:07:57,0.002719,976094.1522618609,7723.427730783376,4781.169547627805,2942.2581831555717,13,8,1566,1088,375,72,120.46153846153847,108.58503607390661,320,72,136.0,106.28264204469139,375,72,126.38095238095238,107.97772089008352,11659.188208616779,260,160,20,2,0.00013595,0.002333,0.0,0.0005046574556072663,0.002719,0.00239,0.0,0.00022658333333333338,0.0006532450354873651,0.00264,0.002333,5e-06,0.00037714285714285714,0.0008014510819349451,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.38095238095238,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.46153846153847,136.0,0,13,8,1566,1088
172.22.0.1,172.22.0.5,49696,80,2048,2025-10-12 20:07:57,0.00286,888811.1888111888,7342.657342657342,4545.454545454545,2797.2027972027972,13,8,1400,1142,292,72,107.6923076923077,78.6573724994721,347,72,142.75,117.9690107613012,347,72,121.04761904761905,97.0642772749197,9421.473922902494,260,160,20,2,0.000143,0.002021,0.0,0.0004413922292021009,0.00286,0.002076,0.0,0.00023833333333333334,0.0005667116158643262,0.002815,0.002021,6e-06,0.0004021428571428571,0.0006826993541547153,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.04761904761905,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6923076923077,142.75,0,13,8,1400,1142
172.22.0.5,172.22.0.3,47730,3001,2048,2025-10-12 20:07:57,0.001709,1636044.470450556,13458.162668227033,7606.787595084845,5851.375073142189,13,10,1564,1232,374,72,120.3076923076923,108.22439979070879,320,72,123.2,98.44876840265704,374,72,121.56521739130434,104.09687214402808,10836.15879017013,260,200,20,2,7.768181818181817e-05,0.001236,0.0,0.00025455529607598145,0.001693,0.001348,0.0,0.0001410833333333333,0.00036567459540173445,0.0016409999999999999,0.001236,6e-06,0.0001823333333333333,0.00037703816488225396,2,2,0,0,4,5,0,4,20,0,0,0.7692307692307693,121.56521739130434,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3076923076923,123.2,0,13,10,1564,1232
172.22.0.1,172.22.0.5,49700,80,2048,2025-10-12 20:07:57,0.003928,646130.3462321792,5346.232179226069,3309.572301425662,2036.6598778004072,13,8,1396,1142,290,72,107.38461538461539,77.93640253589258,347,72,142.75,117.9690107613012,347,72,120.85714285714286,96.73000505298765,9356.693877551017,260,160,20,2,0.00019640000000000006,0.002599,0.0,0.0005736683188045161,0.003928,0.002703,0.0,0.00032733333333333334,0.00074297076359407,0.003856,0.002599,7e-06,0.000550857142857143,0.0008825993151030701,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.85714285714286,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.38461538461539,142.75,0,13,8,1396,1142
172.22.0.5,172.22.0.3,47746,3001,2048,2025-10-12 20:07:57,0.002461,1075985.3718000813,8533.116619260463,5282.405526208858,3250.711093051605,13,8,1560,1088,372,72,120.0,107.50313054475706,320,72,136.0,106.28264204469139,372,72,126.0952380952381,107.32145960435862,11517.89569160998,260,160,20,2,0.00012304999999999998,0.001692,0.0,0.00036255709550359093,0.002461,0.001818,0.0,0.00020508333333333327,0.0004909980411253071,0.002267,0.001692,6e-06,0.0003238571428571428,0.0005700158966633997,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.0952380952381,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,136.0,0,13,8,1560,1088
172.22.0.1,172.22.0.5,49716,80,2048,2025-10-12 20:07:57,0.003044,833114.3232588699,6898.817345597898,4270.696452036794,2628.120893561104,13,8,1394,1142,289,72,107.23076923076923,77.57592196447975,347,72,142.75,117.9690107613012,347,72,120.76190476190476,96.56377352960398,9324.562358276646,260,160,20,2,0.0001522,0.002106,0.0,0.0004600097390273384,0.0030440000000000003,0.002174,0.0,0.00025366666666666663,0.000592983885859379,0.0029779999999999997,0.002106,7e-06,0.00042542857142857145,0.0007101983338965163,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.76190476190476,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23076923076923,142.75,0,13,8,1394,1142
172.22.0.5,172.22.0.3,47748,3001,2048,2025-10-12 20:07:57,0.002016,1312500.0,10416.666666666666,6448.412698412699,3968.253968253968,13,8,1558,1088,371,72,119.84615384615384,107.1424976043559,320,72,136.0,106.28264204469139,371,72,126.0,107.10342131390041,11471.142857142857,260,160,20,2,0.0001008,0.001498,0.0,0.0003219876705714056,0.002016,0.001562,0.0,0.000168,0.0004223245197712299,0.0018960000000000001,0.001498,6e-06,0.00027085714285714283,0.0005081215907835527,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.0,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84615384615384,136.0,0,13,8,1558,1088
172.22.0.1,172.22.0.5,49730,80,2048,2025-10-12 20:07:57,0.00245,1036734.693877551,8571.428571428572,5306.122448979592,3265.3061224489797,13,8,1398,1142,291,72,107.53846153846153,78.29688606109382,347,72,142.75,117.9690107613012,347,72,120.95238095238095,96.89684067309061,9388.997732426305,260,160,20,2,0.0001225,0.001819,0.0,0.00039581112920179497,0.00245,0.001864,0.0,0.0002041666666666667,0.0005084317117918153,0.002405,0.001819,4e-06,0.00034357142857142865,0.0006173058647155759,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.95238095238095,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.53846153846153,142.75,0,13,8,1398,1142
172.22.0.5,172.22.0.3,47760,3001,2048,2025-10-12 20:07:57,0.00159,1666666.6666666665,13207.54716981132,6918.238993710692,6289.308176100629,11,10,1418,1232,373,72,128.9090909090909,115.11611098479855,320,72,123.2,98.44876840265704,373,72,126.19047619047619,107.53985708414348,11564.820861678003,220,200,20,2,7.950000000000001e-05,0.001175,0.0,0.00025289750888452824,0.0015580000000000001,0.001221,0.0,0.00015580000000000005,0.00035911134763468564,0.0015300000000000001,0.001175,4e-06,0.00017,0.00035858332365016645,2,2,0,0,4,5,0,4,18,0,0,0.9090909090909091,126.19047619047619,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9090909090909,123.2,0,11,10,1418,1232
172.22.0.1,172.22.0.5,49732,80,2048,2025-10-12 20:07:57,0.003047,834919.5930423368,6892.02494256646,4266.49163111257,2625.5333114538894,13,8,1402,1142,293,72,107.84615384615384,79.01786181115699,347,72,142.75,117.9690107613012,347,72,121.14285714285714,97.23231175375597,9454.12244897959,260,160,20,2,0.00015234999999999996,0.002173,0.0,0.0004725682252331403,0.0030470000000000002,0.002285,0.0,0.00025391666666666667,0.0006229543132436671,0.002987,0.002173,6e-06,0.00042671428571428575,0.0007322060042454318,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.14285714285714,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.84615384615384,142.75,0,13,8,1402,1142
172.22.0.5,172.22.0.3,47764,3001,2048,2025-10-12 20:07:57,0.002156,1230983.3024118738,9740.25974025974,6029.684601113173,3710.575139146568,13,8,1566,1088,375,72,120.46153846153847,108.58503607390661,320,72,136.0,106.28264204469139,375,72,126.38095238095238,107.97772089008352,11659.188208616779,260,160,20,2,0.00010780000000000002,0.001629,0.0,0.00035042910837999744,0.002156,0.00169,0.0,0.00017966666666666662,0.00045744878280403037,0.00204,0.001629,6e-06,0.00029142857142857144,0.0005532170478580865,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.38095238095238,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.46153846153847,136.0,0,13,8,1566,1088
172.22.0.1,172.22.0.5,49740,80,2048,2025-10-12 20:07:57,0.003946,644196.6548403447,5321.8449062341615,3294.475418144957,2027.3694880892044,13,8,1400,1142,292,72,107.6923076923077,78.6573724994721,347,72,142.75,117.9690107613012,347,72,121.04761904761905,97.0642772749197,9421.473922902494,260,160,20,2,0.0001973,0.002569,0.0,0.0005680521190876767,0.003946,0.002645,0.0,0.0003288333333333334,0.0007270915615580262,0.003879,0.002569,4e-06,0.0005541428571428571,0.0008777509292946097,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.04761904761905,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6923076923077,142.75,0,13,8,1400,1142
172.22.0.5,172.22.0.3,47772,3001,2048,2025-10-12 20:07:57,0.002462,1077173.0300568643,8529.650690495531,5280.259951259139,3249.390739236393,13,8,1564,1088,374,72,120.3076923076923,108.22439979070879,320,72,136.0,106.28264204469139,374,72,126.28571428571429,107.75861156931701,11611.918367346942,260,160,20,2,0.0001231,0.001871,0.0,0.00040350748444111916,0.002462,0.001923,0.0,0.00020516666666666668,0.0005211949144887054,0.0023510000000000002,0.001871,6e-06,0.0003358571428571429,0.0006364442358181292,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.28571428571429,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3076923076923,136.0,0,13,8,1564,1088
172.22.0.1,172.22.0.5,49756,80,2048,2025-10-12 20:07:57,0.002752,922238.3720930233,7630.813953488372,4723.837209302325,2906.9767441860463,13,8,1396,1142,290,72,107.38461538461539,77.93640253589258,347,72,142.75,117.9690107613012,347,72,120.85714285714286,96.73000505298765,9356.693877551017,260,160,20,2,0.0001376,0.001904,0.0,0.00041581455000997737,0.002752,0.001955,0.0,0.00022933333333333334,0.000533244992683684,0.002696,0.001904,5e-06,0.00038514285714285717,0.0006507524059713887,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.85714285714286,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.38461538461539,142.75,0,13,8,1396,1142
172.22.0.5,172.22.0.3,47780,3001,2048,2025-10-12 20:07:57,0.00176,1586363.6363636362,13068.181818181818,7386.363636363636,5681.818181818182,13,10,1560,1232,372,72,120.0,107.50313054475706,320,72,123.2,98.44876840265704,372,72,121.3913043478261,103.67580705190527,10748.672967863891,260,200,20,2,7.999999999999999e-05,0.001332,0.0,0.00027585223317104854,0.00176,0.001389,0.0,0.00014666666666666666,0.00037776146206597387,0.001686,0.001332,4e-06,0.00018733333333333332,0.0004100230345832889,2,2,0,0,4,5,0,4,20,0,0,0.7692307692307693,121.3913043478261,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,123.2,0,13,10,1560,1232
172.22.0.1,172.22.0.5,49764,80,2048,2025-10-12 20:07:57,0.003125,811520.0,6720.0,4160.0,2560.0,13,8,1394,1142,289,72,107.23076923076923,77.57592196447975,347,72,142.75,117.9690107613012,347,72,120.76190476190476,96.56377352960398,9324.562358276646,260,160,20,2,0.00015624999999999998,0.002039,0.0,0.0004508724736552455,0.0031249999999999997,0.002084,0.0,0.00026041666666666666,0.0005728018066680849,0.003003,0.002039,6e-06,0.00042899999999999997,0.0006985617878388221,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.76190476190476,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23076923076923,142.75,0,13,8,1394,1142
172.22.0.5,172.22.0.3,47794,3001,2048,2025-10-12 20:07:57,0.00198,1336363.6363636365,10606.060606060606,6565.656565656565,4040.4040404040406,13,8,1558,1088,371,72,119.84615384615384,107.1424976043559,320,72,136.0,106.28264204469139,371,72,126.0,107.10342131390041,11471.142857142857,260,160,20,2,9.899999999999998e-05,0.00147,0.0,0.00031641080891777384,0.00198,0.001531,0.0,0.00016499999999999997,0.0004142762765755883,0.001874,0.00147,6e-06,0.00026771428571428573,0.0004986541069392159,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.0,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84615384615384,136.0,0,13,8,1558,1088
172.22.0.1,172.22.0.5,49768,80,2048,2025-10-12 20:07:57,0.002605,975047.9846449136,8061.420345489443,4990.403071017275,3071.017274472169,13,8,1398,1142,291,72,107.53846153846153,78.29688606109382,347,72,142.75,117.9690107613012,347,72,120.95238095238095,96.89684067309061,9388.997732426305,260,160,20,2,0.00013025000000000002,0.001927,0.0,0.00041887884584925026,0.002605,0.001975,0.0,0.00021708333333333326,0.0005381549433532648,0.002545,0.001927,7e-06,0.00036357142857142865,0.0006535854643301619,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,120.95238095238095,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.53846153846153,142.75,0,13,8,1398,1142
172.22.0.5,172.22.0.3,47796,3001,2048,2025-10-12 20:07:57,0.00191,1387434.554973822,10994.76439790576,6806.282722513089,4188.48167539267,13,8,1562,1088,373,72,120.15384615384616,107.86376461062507,320,72,136.0,106.28264204469139,373,72,126.19047619047619,107.53985708414348,11564.820861678003,260,160,20,2,9.550000000000002e-05,0.001408,0.0,0.00030267746860313205,0.00191,0.00147,0.0,0.00015916666666666667,0.0003973698598982509,0.0018,0.001408,7e-06,0.0002571428571428571,0.00047696823151814946,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,126.19047619047619,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.15384615384616,136.0,0,13,8,1562,1088
172.22.0.1,172.22.0.5,49774,80,2048,2025-10-12 20:07:57,0.002893,879363.982025579,7258.900795022468,4493.605254061527,2765.29554096094,13,8,1402,1142,293,72,107.84615384615384,79.01786181115699,347,72,142.75,117.9690107613012,347,72,121.14285714285714,97.23231175375597,9454.12244897959,260,160,20,2,0.00014465,0.002051,0.0,0.00044722927844674927,0.0028929999999999997,0.00208,0.0,0.0002410833333333333,0.0005663772974401035,0.002836,0.002051,3e-06,0.0004051428571428571,0.0006961893068845628,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.14285714285714,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.84615384615384,142.75,0,13,8,1402,1142
172.22.0.5,172.22.0.3,47808,3001,2048,2025-10-12 20:07:57,0.001935,1371576.2273901808,10852.713178294573,5684.754521963824,5167.958656330749,11,10,1422,1232,375,72,129.27272727272728,115.88716370135134,320,72,123.2,98.44876840265704,375,72,126.38095238095238,107.97772089008352,11659.188208616779,220,200,20,2,9.675000000000001e-05,0.001441,0.0,0.000310610507710219,0.00191,0.001558,0.0,0.00019100000000000003,0.00045927159720583635,0.001869,0.001441,6e-06,0.00020766666666666665,0.0004421867378281613,2,2,0,0,4,5,0,4,18,0,0,0.9090909090909091,126.38095238095238,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.27272727272728,123.2,0,11,10,1422,1232
172.22.0.1,172.22.0.5,49776,80,2048,2025-10-12 20:07:58,0.002575,987184.4660194175,8155.339805825242,5048.543689320389,3106.796116504854,13,8,1400,1142,292,72,107.6923076923077,78.6573724994721,347,72,142.75,117.9690107613012,347,72,121.04761904761905,97.0642772749197,9421.473922902494,260,160,20,2,0.00012875,0.001914,0.0,0.0004181047566101108,0.002575,0.001953,0.0,0.00021458333333333336,0.0005345143369348374,0.002539,0.001914,4e-06,0.0003627142857142857,0.0006527665770255342,2,2,0,0,4,5,0,4,18,0,0,0.6153846153846154,121.04761904761905,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6923076923077,142.75,0,13,8,1400,1142
172.22.0.5,172.22.0.3,47824,3001,2048,2025-10-12 20:07:58,0.00174,1606896.551724138,13218.3908045977,7471.264367816092,5747.126436781609,13,10,1564,1232,374,72,120.3076923076923,108.22439979070879,320,72,123.2,98.44876840265704,374,72,121.56521739130434,104.09687214402808,10836.15879017013,260,200,20,2,7.909090909090911e-05,0.001373,0.0,0.00028373049137436253,0.00174,0.001417,0.0,0.000145,0.00038542725210688814,0.001665,0.001373,4e-06,0.00018500000000000002,0.00042271240551677424,2,2,0,0,4,5,0,4,20,0,0,0.7692307692307693,121.56521739130434,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3076923076923,123.2,0,13,10,1564,1232
